Cell Name,Pin name,Direction,Max Transition,Area,Function,Leakage Power,Max_Cap,Input Transition Fall,Input Transition Rise,Output Capacitance Fall,Output Capacitance Rise,Delay Fall,Delay Rise,Delay Value Fall,Delay Value Rise,Max Pin Delay Fall,Max Pin Delay Rise
sky130_fd_sc_hd__maj3_1,"['A', 'B', 'C', 'X']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.500255]",10.0096,(A&B)|(A&C)|(B&C),0.002090256,"[0.002745, 0.002538, 0.003052, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130167, 0.00338867, 0.00882184, 0.0229662, 0.0597886, 0.15565]","[0.0005, 0.00130167, 0.00338867, 0.00882184, 0.0229662, 0.0597886, 0.15565]","[0.3433009, 0.3536937, 0.3739846, 0.4121163, 0.4819057, 0.620005, 0.9423099]","[0.1579712, 0.165856, 0.1834997, 0.2230804, 0.3196696, 0.5666957, 1.2076954]",0.4121163,0.2230804,A,C
sky130_fd_sc_hd__maj3_2,"['A', 'B', 'C', 'X']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.502613]",11.2608,(A&B)|(A&C)|(B&C),0.003175086,"[0.003246, 0.002988, 0.003718, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00145601, 0.00423991, 0.0123467, 0.0359537, 0.104698, 0.30488]","[0.0005, 0.00145601, 0.00423991, 0.0123467, 0.0359537, 0.104698, 0.30488]","[0.3095033, 0.3174515, 0.3349793, 0.3694415, 0.4336907, 0.5650704, 0.8911389]","[0.1862108, 0.1933649, 0.2096042, 0.2454398, 0.3309634, 0.5662096, 1.2458257]",0.3694415,0.2454398,A,C
sky130_fd_sc_hd__maj3_4,"['A', 'B', 'C', 'X']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.503233]",13.7632,(A&B)|(A&C)|(B&C),0.003768808,"[0.004377, 0.004137, 0.004957, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00159891, 0.00511302, 0.0163505, 0.0522859, 0.167201, 0.534678]","[0.0005, 0.00159891, 0.00511302, 0.0163505, 0.0522859, 0.167201, 0.534678]","[0.3441771, 0.349764, 0.3642288, 0.3958046, 0.4575137, 0.584761, 0.906896]","[0.1811613, 0.1859303, 0.1983733, 0.2285677, 0.3050185, 0.5308034, 1.2446026]",0.3958046,0.2285677,A,C
sky130_fd_sc_hd__mux2_1,"['A0', 'A1', 'S', 'X']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.504232]",11.2608,(A0&!S)|(A1&S),0.004027789,"[0.001558, 0.001884, 0.003402, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00132485, 0.00351048, 0.00930174, 0.0246469, 0.0653071, 0.173045]","[0.0005, 0.00132485, 0.00351048, 0.00930174, 0.0246469, 0.0653071, 0.173045]","[0.3076742, 0.3177434, 0.3382155, 0.3764614, 0.4479306, 0.5956567, 0.9553882]","[0.206449, 0.2137925, 0.2303375, 0.2679331, 0.361483, 0.6058338, 1.2523518]",0.3764614,0.2679331,S,S
sky130_fd_sc_hd__mux2_2,"['A0', 'A1', 'S', 'X']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.506672]",11.2608,(A0&!S)|(A1&S),0.003919761,"[0.001878, 0.001704, 0.003215, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00145012, 0.00420568, 0.0121975, 0.0353755, 0.102597, 0.297556]","[0.0005, 0.00145012, 0.00420568, 0.0121975, 0.0353755, 0.102597, 0.297556]","[0.3258045, 0.3335832, 0.3507819, 0.3839432, 0.4466079, 0.5743283, 0.8935738]","[0.2331775, 0.2399386, 0.2554095, 0.2899029, 0.3738539, 0.6077613, 1.2843776]",0.3839432,0.2899029,S,S
sky130_fd_sc_hd__mux2_4,"['A0', 'A1', 'S', 'X']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.507085]",15.0144,(A0&!S)|(A1&S),0.008210934,"[0.002269, 0.00228, 0.005143, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00159982, 0.00511885, 0.0163785, 0.0524052, 0.167678, 0.536509]","[0.0005, 0.00159982, 0.00511885, 0.0163785, 0.0524052, 0.167678, 0.536509]","[0.3064977, 0.3117793, 0.3253166, 0.3549584, 0.4140378, 0.5384728, 0.8604151]","[0.2124509, 0.2170056, 0.2290347, 0.2583826, 0.3335257, 0.5575088, 1.2686948]",0.3549584,0.2583826,S,S
sky130_fd_sc_hd__mux2_8,"['A0', 'A1', 'S', 'X']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.506217]",26.2752,(A0&!S)|(A1&S),0.01380279,"[0.004768, 0.0051, 0.007848, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00175378, 0.00615147, 0.0215766, 0.0756812, 0.265456, 0.931101]","[0.0005, 0.00175378, 0.00615147, 0.0215766, 0.0756812, 0.265456, 0.931101]","[0.3552268, 0.3588966, 0.3695858, 0.396246, 0.4532957, 0.5762052, 0.9039403]","[0.2610393, 0.2642205, 0.2738004, 0.2995396, 0.3677423, 0.5808682, 1.3155548]",0.396246,0.2995396,S,S
sky130_fd_sc_hd__mux2i_1,"['A0', 'A1', 'S', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.458283]",10.0096,(!A0&!S)|(!A1&S),0.005890537,"[0.002207, 0.00226, 0.004653, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00113573, 0.00257976, 0.0058598, 0.0133103, 0.0302337, 0.0686745]","[0.0005, 0.00113573, 0.00257976, 0.0058598, 0.0133103, 0.0302337, 0.0686745]","[0.1297717, 0.1340504, 0.143271, 0.1627906, 0.205469, 0.3008198, 0.5162644]","[0.154664, 0.1645059, 0.1865765, 0.2360274, 0.346813, 0.5963103, 1.1612616]",0.1627906,0.2360274,S,S
sky130_fd_sc_hd__mux2i_2,"['A0', 'A1', 'S', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.4709]",13.7632,(!A0&!S)|(!A1&S),0.004230933,"[0.004332, 0.004186, 0.006411, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00122482, 0.00300039, 0.0073499, 0.0180047, 0.0441052, 0.108042]","[0.0005, 0.00122482, 0.00300039, 0.0073499, 0.0180047, 0.0441052, 0.108042]","[0.1644389, 0.167037, 0.1734747, 0.1881111, 0.2218908, 0.3016397, 0.4945639]","[0.1838889, 0.191098, 0.2079032, 0.2486779, 0.3469796, 0.5860479, 1.1700333]",0.1881111,0.2486779,S,S
sky130_fd_sc_hd__mux2i_4,"['A0', 'A1', 'S', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.468616]",22.5216,(!A0&!S)|(!A1&S),0.00530635,"[0.008101, 0.008266, 0.011125, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00134617, 0.00362437, 0.00975806, 0.0262721, 0.0707337, 0.19044]","[0.0005, 0.00134617, 0.00362437, 0.00975806, 0.0262721, 0.0707337, 0.19044]","[0.2016707, 0.2035373, 0.2083835, 0.220169, 0.2490961, 0.3206009, 0.5062041]","[0.2086906, 0.2130362, 0.2245652, 0.2559391, 0.3385916, 0.5586397, 1.149247]",0.220169,0.2559391,S,S
sky130_fd_sc_hd__mux4_1,"['A0', 'A1', 'A2', 'A3', 'S0', 'S1', 'X']","['input', 'input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.506356]",26.2752,(A0&!S0&!S1)|(A1&S0&!S1)|(A2&!S0&S1)|(A3&S0&S1),0.01050188,"[0.001525, 0.001438, 0.001464, 0.001478, 0.003895, 0.002675, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130921, 0.00342807, 0.00897616, 0.0235034, 0.0615419, 0.161143]","[0.0005, 0.00130921, 0.00342807, 0.00897616, 0.0235034, 0.0615419, 0.161143]","[0.5218871, 0.5356396, 0.5627938, 0.6125105, 0.7015346, 0.8709979, 1.2370857]","[0.3283357, 0.3380144, 0.3587315, 0.4021147, 0.4995962, 0.7432046, 1.3756273]",0.6125105,0.4021147,S0,S0
sky130_fd_sc_hd__mux4_2,"['A0', 'A1', 'A2', 'A3', 'S0', 'S1', 'X']","['input', 'input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.50344]",22.5216,(A0&!S0&!S1)|(A1&S0&!S1)|(A2&!S0&S1)|(A3&S0&S1),0.006370509,"[0.001802, 0.001789, 0.001738, 0.001751, 0.005455, 0.003174, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00145308, 0.00422286, 0.0122723, 0.0356652, 0.103648, 0.301218]","[0.0005, 0.00145308, 0.00422286, 0.0122723, 0.0356652, 0.103648, 0.301218]","[0.4796816, 0.4900325, 0.5131568, 0.5584398, 0.641161, 0.7985685, 1.144682]","[0.3336632, 0.341992, 0.3611702, 0.4019551, 0.4922309, 0.7274409, 1.4050381]",0.5584398,0.4019551,S0,S0
sky130_fd_sc_hd__mux4_4,"['A0', 'A1', 'A2', 'A3', 'S0', 'S1', 'X']","['input', 'input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.504957]",25.024,(A0&!S0&!S1)|(A1&S0&!S1)|(A2&!S0&S1)|(A3&S0&S1),0.007236541,"[0.001789, 0.001778, 0.001742, 0.001745, 0.005462, 0.003176, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00160568, 0.00515642, 0.0165591, 0.0531774, 0.170772, 0.548411]","[0.0005, 0.00160568, 0.00515642, 0.0165591, 0.0531774, 0.170772, 0.548411]","[0.6174997, 0.6255823, 0.64696, 0.6952536, 0.789501, 0.9683446, 1.3475295]","[0.3967879, 0.4037522, 0.4220055, 0.4635239, 0.5554211, 0.7873728, 1.4959578]",0.6952536,0.4635239,S0,S0
sky130_fd_sc_hd__nand2_1,"['A', 'B', 'Y']","['input', 'input', 'output']","[1.5, 1.5, 1.496376]",3.7536,(!A)|(!B),0.00211796,"[0.002315, 0.002324, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00131655, 0.00346659, 0.00912787, 0.0240345, 0.0632852, 0.166636]","[0.0005, 0.00131655, 0.00346659, 0.00912787, 0.0240345, 0.0632852, 0.166636]","[0.0489818, 0.0563682, 0.0720499, 0.104823, 0.1812728, 0.3791143, 0.9050736]","[0.0764485, 0.0839915, 0.10028, 0.1354751, 0.2270771, 0.4675205, 1.0956603]",0.104823,0.1354751,B,B
sky130_fd_sc_hd__nand2_2,"['A', 'B', 'Y']","['input', 'input', 'output']","[1.5, 1.5, 1.494707]",6.256,(!A)|(!B),0.002459623,"[0.004431, 0.004418, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00144863, 0.00419704, 0.0121599, 0.0352302, 0.102071, 0.295725]","[0.0005, 0.00144863, 0.00419704, 0.0121599, 0.0352302, 0.102071, 0.295725]","[0.0485581, 0.0532613, 0.065325, 0.0925028, 0.1575871, 0.3441385, 0.878146]","[0.0796275, 0.0844973, 0.0966274, 0.125234, 0.2042371, 0.4318303, 1.0891379]",0.0925028,0.125234,B,B
sky130_fd_sc_hd__nand2_4,"['A', 'B', 'Y']","['input', 'input', 'output']","[1.5, 1.5, 1.498659]",11.2608,(!A)|(!B),0.007122891,"[0.008537, 0.00883, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00159662, 0.00509839, 0.0162804, 0.0519871, 0.166007, 0.5301]","[0.0005, 0.00159662, 0.00509839, 0.0162804, 0.0519871, 0.166007, 0.5301]","[0.0452887, 0.0484803, 0.0569603, 0.0789576, 0.134418, 0.301444, 0.8323233]","[0.0825839, 0.0855946, 0.0945014, 0.1176278, 0.187309, 0.4060128, 1.1023487]",0.0789576,0.1176278,B,B
sky130_fd_sc_hd__nand2_8,"['A', 'B', 'Y']","['input', 'input', 'output']","[1.5, 1.5, 1.496118]",20.0192,(!A)|(!B),0.004553383,"[0.016933, 0.017205, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00175464, 0.00615751, 0.0216084, 0.0758299, 0.266108, 0.933848]","[0.0005, 0.00175464, 0.00615751, 0.0216084, 0.0758299, 0.266108, 0.933848]","[0.040878, 0.043381, 0.0517113, 0.0740146, 0.1269494, 0.2944963, 0.8780461]","[0.0874759, 0.0894198, 0.0957082, 0.1140368, 0.1742327, 0.3817158, 1.104549]",0.0740146,0.1140368,A,B
sky130_fd_sc_hd__nand2b_1,"['A_N', 'B', 'Y']","['input', 'input', 'output']","[1.5, 1.5, 1.506116]",6.256,(A_N)|(!B),0.002254918,"[0.001395, 0.002399, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00129389, 0.00334833, 0.00866477, 0.0224226, 0.058025, 0.150156]","[0.0005, 0.00129389, 0.00334833, 0.00866477, 0.0224226, 0.058025, 0.150156]","[0.1530543, 0.1597305, 0.1743983, 0.2059884, 0.2784428, 0.4608543, 0.9301817]","[0.0987401, 0.1052528, 0.1208196, 0.158723, 0.2552865, 0.5041368, 1.1562628]",0.2059884,0.158723,A_N,A_N
sky130_fd_sc_hd__nand2b_2,"['A_N', 'B', 'Y']","['input', 'input', 'output']","[1.5, 1.5, 1.506758]",8.7584,(A_N)|(!B),0.002523318,"[0.001378, 0.004561, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00144029, 0.00414884, 0.011951, 0.0344258, 0.0991659, 0.285654]","[0.0005, 0.00144029, 0.00414884, 0.011951, 0.0344258, 0.0991659, 0.285654]","[0.1866248, 0.1922585, 0.2057917, 0.2355866, 0.3039166, 0.4820819, 0.9896645]","[0.1173957, 0.1221273, 0.1342121, 0.164985, 0.2476958, 0.4816557, 1.155452]",0.2355866,0.164985,A_N,A_N
sky130_fd_sc_hd__nand2b_4,"['A_N', 'B', 'Y']","['input', 'input', 'output']","[1.5, 1.5, 1.499103]",13.7632,(A_N)|(!B),0.008050184,"[0.002373, 0.008864, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00159246, 0.00507183, 0.0161533, 0.0514469, 0.163854, 0.52186]","[0.0005, 0.00159246, 0.00507183, 0.0161533, 0.0514469, 0.163854, 0.52186]","[0.1563434, 0.1595551, 0.1679989, 0.1906056, 0.2484255, 0.4148123, 0.9457169]","[0.1271068, 0.1302729, 0.1392963, 0.1643246, 0.2358269, 0.4557442, 1.1543309]",0.1906056,0.1643246,A_N,A_N
sky130_fd_sc_hd__nand3_1,"['A', 'B', 'C', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.495809]",5.0048,(!A)|(!B)|(!C),0.001027398,"[0.002301, 0.002395, 0.002355, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00128858, 0.00332088, 0.00855846, 0.0220565, 0.0568433, 0.146494]","[0.0005, 0.00128858, 0.00332088, 0.00855846, 0.0220565, 0.0568433, 0.146494]","[0.0700531, 0.0768174, 0.0930448, 0.130773, 0.2264347, 0.4667815, 1.0857097]","[0.0923331, 0.0989848, 0.1140178, 0.1513446, 0.2453205, 0.48873, 1.115192]",0.130773,0.1513446,C,B
sky130_fd_sc_hd__nand3_2,"['A', 'B', 'C', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.498279]",10.0096,(!A)|(!B)|(!C),0.002050938,"[0.00434, 0.004468, 0.004504, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00141789, 0.00402083, 0.0114022, 0.0323341, 0.0916924, 0.26002]","[0.0005, 0.00141789, 0.00402083, 0.0114022, 0.0323341, 0.0916924, 0.26002]","[0.0659764, 0.0713207, 0.0851055, 0.1181312, 0.2043639, 0.4429258, 1.1188316]","[0.088986, 0.0929514, 0.1028123, 0.1275646, 0.1952958, 0.3861419, 0.9229752]",0.1181312,0.1275646,B,C
sky130_fd_sc_hd__nand3_4,"['A', 'B', 'C', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.500022]",17.5168,(!A)|(!B)|(!C),0.002582214,"[0.008663, 0.008587, 0.008776, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00156474, 0.0048968, 0.0153244, 0.0479573, 0.150081, 0.469675]","[0.0005, 0.00156474, 0.0048968, 0.0153244, 0.0479573, 0.150081, 0.469675]","[0.0676077, 0.0705731, 0.079288, 0.1046303, 0.1772709, 0.4019325, 1.0986809]","[0.0983284, 0.1007228, 0.1087613, 0.1305863, 0.1967528, 0.3985919, 1.026166]",0.1046303,0.1305863,C,C
sky130_fd_sc_hd__nand3b_1,"['A_N', 'B', 'C', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.495482]",7.5072,(A_N)|(!B)|(!C),0.001398257,"[0.001377, 0.002325, 0.00233, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00128452, 0.0033, 0.00847785, 0.02178, 0.0559537, 0.143748]","[0.0005, 0.00128452, 0.0033, 0.00847785, 0.02178, 0.0559537, 0.143748]","[0.1639708, 0.1710741, 0.1875811, 0.2257784, 0.3178465, 0.5525935, 1.1488565]","[0.1026996, 0.1086827, 0.123166, 0.1587128, 0.2487366, 0.4756232, 1.0576691]",0.2257784,0.1587128,A_N,A_N
sky130_fd_sc_hd__nand3b_2,"['A_N', 'B', 'C', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.491989]",11.2608,(A_N)|(!B)|(!C),0.006129412,"[0.001447, 0.004516, 0.004448, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.0014212, 0.00403962, 0.0114822, 0.032637, 0.0927673, 0.263682]","[0.0005, 0.0014212, 0.00403962, 0.0114822, 0.032637, 0.0927673, 0.263682]","[0.2101034, 0.2163066, 0.2318279, 0.2684281, 0.3572774, 0.5965929, 1.2696342]","[0.1216655, 0.1259666, 0.1371899, 0.1656274, 0.2404086, 0.4504884, 1.0457653]",0.2684281,0.1656274,A_N,A_N
sky130_fd_sc_hd__nand3b_4,"['A_N', 'B', 'C', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.500923]",20.0192,(A_N)|(!B)|(!C),0.0153347,"[0.002357, 0.008472, 0.008863, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00157028, 0.00493155, 0.0154878, 0.0486405, 0.152758, 0.479746]","[0.0005, 0.00157028, 0.00493155, 0.0154878, 0.0486405, 0.152758, 0.479746]","[0.1668169, 0.1701978, 0.1800872, 0.2071883, 0.2821046, 0.5092182, 1.2159658]","[0.1327446, 0.1357944, 0.144375, 0.1684904, 0.2373386, 0.4461441, 1.1031629]",0.2071883,0.1684904,A_N,A_N
sky130_fd_sc_hd__nand4_1,"['A', 'B', 'C', 'D', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.49554]",6.256,(!A)|(!B)|(!C)|(!D),0.0005259485,"[0.002312, 0.002391, 0.002349, 0.002296, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00125415, 0.00314578, 0.00789055, 0.0197919, 0.0496439, 0.124522]","[0.0005, 0.00125415, 0.00314578, 0.00789055, 0.0197919, 0.0496439, 0.124522]","[0.0841582, 0.091431, 0.1086477, 0.1499243, 0.2531856, 0.5044969, 1.1377432]","[0.1029369, 0.1086119, 0.1232411, 0.1583575, 0.2454497, 0.4585791, 0.9981589]",0.1499243,0.1583575,D,C
sky130_fd_sc_hd__nand4_2,"['A', 'B', 'C', 'D', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.496445]",12.512,(!A)|(!B)|(!C)|(!D),0.005210424,"[0.004294, 0.004379, 0.004317, 0.004438, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00135779, 0.00368716, 0.0100128, 0.0271903, 0.0738373, 0.20051]","[0.0005, 0.00135779, 0.00368716, 0.0100128, 0.0271903, 0.0738373, 0.20051]","[0.092526, 0.0976578, 0.1105358, 0.1443194, 0.233711, 0.4738886, 1.1233381]","[0.1053567, 0.1089521, 0.1190149, 0.1450249, 0.2134818, 0.3961781, 0.8871262]",0.1443194,0.1450249,D,C
sky130_fd_sc_hd__nand4_4,"['A', 'B', 'C', 'D', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.4971]",21.2704,(!A)|(!B)|(!C)|(!D),0.00324799,"[0.008459, 0.008472, 0.008533, 0.008739, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.0014955, 0.00447301, 0.0133787, 0.0400157, 0.119686, 0.357981]","[0.0005, 0.0014955, 0.00447301, 0.0133787, 0.0400157, 0.119686, 0.357981]","[0.091726, 0.0949946, 0.1042593, 0.1308856, 0.2084355, 0.4343566, 1.1107135]","[0.1093876, 0.1119298, 0.1189918, 0.1402438, 0.1994954, 0.3761177, 0.899713]",0.1308856,0.1402438,D,C
sky130_fd_sc_hd__nand4b_1,"['A_N', 'B', 'C', 'D', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.492096]",8.7584,(A_N)|(!B)|(!C)|(!D),0.001031096,"[0.001376, 0.002311, 0.002328, 0.002319, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00125415, 0.00314578, 0.00789055, 0.0197919, 0.0496439, 0.124522]","[0.0005, 0.00125415, 0.00314578, 0.00789055, 0.0197919, 0.0496439, 0.124522]","[0.1737615, 0.1814525, 0.1996373, 0.2421427, 0.3446368, 0.5983706, 1.2346743]","[0.1055097, 0.1113992, 0.1261186, 0.1622157, 0.2499585, 0.4707356, 1.021449]",0.2421427,0.1622157,A_N,C
sky130_fd_sc_hd__nand4b_2,"['A_N', 'B', 'C', 'D', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.494493]",15.0144,(A_N)|(!B)|(!C)|(!D),0.008080333,"[0.001506, 0.00444, 0.004446, 0.004473, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00135779, 0.00368716, 0.0100128, 0.0271903, 0.0738373, 0.20051]","[0.0005, 0.00135779, 0.00368716, 0.0100128, 0.0271903, 0.0738373, 0.20051]","[0.2029481, 0.2087026, 0.2234911, 0.2599014, 0.3515456, 0.5948331, 1.2555447]","[0.1287192, 0.1326524, 0.1425677, 0.1669339, 0.2293398, 0.3943154, 0.8438026]",0.2599014,0.1669339,A_N,A_N
sky130_fd_sc_hd__nand4b_4,"['A_N', 'B', 'C', 'D', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.497715]",23.7728,(A_N)|(!B)|(!C)|(!D),0.01525361,"[0.002374, 0.008504, 0.008632, 0.008734, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00149992, 0.00449955, 0.013498, 0.0404918, 0.121469, 0.36439]","[0.0005, 0.00149992, 0.00449955, 0.013498, 0.0404918, 0.121469, 0.36439]","[0.1790705, 0.1825694, 0.1925295, 0.2205046, 0.2990532, 0.5294034, 1.2129313]","[0.1368516, 0.1395315, 0.1470582, 0.1676242, 0.2240601, 0.3879866, 0.8748853]",0.2205046,0.1676242,A_N,A_N
