Cell Name,Pin name,Direction,Max Transition,Area,Function,Leakage Power,Max_Cap,Input Transition Fall,Input Transition Rise,Output Capacitance Fall,Output Capacitance Rise,Delay Fall,Delay Rise,Delay Value Fall,Delay Value Rise,Max Pin Delay Fall,Max Pin Delay Rise
sky130_fd_sc_hd__nand4bb_1,"['A_N', 'B_N', 'C', 'D', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.491476]",11.2608,(A_N)|(B_N)|(!C)|(!D),0.001899441,"[0.001544, 0.001496, 0.00229, 0.002313, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00125261, 0.00313805, 0.00786149, 0.0196947, 0.0493395, 0.123606]","[0.0005, 0.00125261, 0.00313805, 0.00786149, 0.0196947, 0.0493395, 0.123606]","[0.1889125, 0.196855, 0.2153992, 0.2586835, 0.3621103, 0.6180231, 1.2534991]","[0.1209156, 0.1268508, 0.141658, 0.1776087, 0.2653442, 0.4829645, 1.0265608]",0.2586835,0.1776087,B_N,B_N
sky130_fd_sc_hd__nand4bb_2,"['A_N', 'B_N', 'C', 'D', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.49917]",16.2656,(A_N)|(B_N)|(!C)|(!D),0.00292347,"[0.0015, 0.001489, 0.004462, 0.00447, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00135779, 0.00368716, 0.0100128, 0.0271903, 0.0738373, 0.20051]","[0.0005, 0.00135779, 0.00368716, 0.0100128, 0.0271903, 0.0738373, 0.20051]","[0.2419905, 0.2482664, 0.2638209, 0.3024677, 0.3967188, 0.6411693, 1.2976789]","[0.14518, 0.1491246, 0.1594015, 0.1857247, 0.2537323, 0.4343532, 0.921542]",0.3024677,0.1857247,B_N,B_N
sky130_fd_sc_hd__nand4bb_4,"['A_N', 'B_N', 'C', 'D', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.496603]",27.5264,(A_N)|(B_N)|(!C)|(!D),0.005520676,"[0.002384, 0.002385, 0.008595, 0.008743, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00149422, 0.00446537, 0.0133445, 0.0398791, 0.119176, 0.35615]","[0.0005, 0.00149422, 0.00446537, 0.0133445, 0.0398791, 0.119176, 0.35615]","[0.2311008, 0.2351606, 0.2464189, 0.2773455, 0.3598173, 0.5915467, 1.2795357]","[0.1535352, 0.1562277, 0.1640044, 0.1860206, 0.2479658, 0.4270579, 0.9571761]",0.2773455,0.1860206,B_N,B_N
sky130_fd_sc_hd__nor2_1,"['A', 'B', 'Y']","['input', 'input', 'output']","[1.5, 1.5, 1.494479]",3.7536,(!A&!B),0.0019697,"[0.002373, 0.002353, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00117928, 0.0027814, 0.00656009, 0.0154724, 0.0364924, 0.0860695]","[0.0005, 0.00117928, 0.0027814, 0.00656009, 0.0154724, 0.0364924, 0.0860695]","[0.0477991, 0.0526141, 0.0623161, 0.0802289, 0.1116031, 0.1786463, 0.3368668]","[0.0949138, 0.1045912, 0.1248307, 0.1714398, 0.280402, 0.5354027, 1.1368554]",0.0802289,0.1714398,A,A
sky130_fd_sc_hd__nor2_2,"['A', 'B', 'Y']","['input', 'input', 'output']","[1.5, 1.5, 1.498388]",6.256,(!A&!B),0.001922514,"[0.004401, 0.004438, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00128178, 0.00328593, 0.00842368, 0.0215946, 0.0553592, 0.141917]","[0.0005, 0.00128178, 0.00328593, 0.00842368, 0.0215946, 0.0553592, 0.141917]","[0.0436403, 0.0466044, 0.0537263, 0.0682395, 0.0954174, 0.1499542, 0.2880661]","[0.1046485, 0.1111289, 0.1266699, 0.1651232, 0.2640097, 0.512688, 1.1476432]",0.0682395,0.1651232,A,A
sky130_fd_sc_hd__nor2_4,"['A', 'B', 'Y']","['input', 'input', 'output']","[1.5, 1.5, 1.496449]",11.2608,(!A&!B),0.002703445,"[0.008733, 0.008687, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.0014103, 0.0039779, 0.0112201, 0.0316474, 0.0892646, 0.25178]","[0.0005, 0.0014103, 0.0039779, 0.0112201, 0.0316474, 0.0892646, 0.25178]","[0.0424904, 0.0444516, 0.0494231, 0.0614109, 0.0862029, 0.1371073, 0.2749299]","[0.1076138, 0.1118374, 0.1228784, 0.1538689, 0.2394934, 0.4796278, 1.1576793]",0.0614109,0.1538689,A,A
sky130_fd_sc_hd__nor2_8,"['A', 'B', 'Y']","['input', 'input', 'output']","[1.5, 1.5, 1.500529]",20.0192,(!A&!B),0.01197885,"[0.016977, 0.016859, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00154371, 0.00476607, 0.0147149, 0.0454309, 0.140264, 0.433054]","[0.0005, 0.00154371, 0.00476607, 0.0147149, 0.0454309, 0.140264, 0.433054]","[0.0449409, 0.0462075, 0.0498801, 0.0595694, 0.0825186, 0.1328829, 0.2783699]","[0.1133531, 0.116143, 0.1245646, 0.1495367, 0.2253747, 0.4549209, 1.1724933]",0.0595694,0.1495367,A,A
sky130_fd_sc_hd__nor2b_1,"['A', 'B_N', 'Y']","['input', 'input', 'output']","[1.5, 1.5, 1.496919]",6.256,(!A&B_N),0.002179742,"[0.002367, 0.00149, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00117076, 0.00274138, 0.00641901, 0.0150303, 0.0351939, 0.0824074]","[0.0005, 0.00117076, 0.00274138, 0.00641901, 0.0150303, 0.0351939, 0.0824074]","[0.14601, 0.150636, 0.1597965, 0.1770128, 0.209779, 0.2780579, 0.432671]","[0.1110085, 0.1198304, 0.1409138, 0.18956, 0.3036836, 0.5581809, 1.1587908]",0.1770128,0.18956,B_N,B_N
sky130_fd_sc_hd__nor2b_2,"['A', 'B_N', 'Y']","['input', 'input', 'output']","[1.5, 1.5, 1.49324]",8.7584,(!A&B_N),0.003215219,"[0.004325, 0.00145, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00128316, 0.00329298, 0.00845081, 0.0216874, 0.0556566, 0.142832]","[0.0005, 0.00128316, 0.00329298, 0.00845081, 0.0216874, 0.0556566, 0.142832]","[0.1672347, 0.1711899, 0.1796397, 0.1961668, 0.2272139, 0.2889988, 0.4307835]","[0.1279568, 0.1342575, 0.1500619, 0.1891261, 0.2889944, 0.5417804, 1.1783942]",0.1961668,0.1891261,B_N,B_N
sky130_fd_sc_hd__nor2b_4,"['A', 'B_N', 'Y']","['input', 'input', 'output']","[1.5, 1.5, 1.496826]",13.7632,(!A&B_N),0.007258346,"[0.008681, 0.002375, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00141285, 0.00399231, 0.0112811, 0.0318771, 0.0900753, 0.254527]","[0.0005, 0.00141285, 0.00399231, 0.0112811, 0.0318771, 0.0900753, 0.254527]","[0.1460184, 0.1483136, 0.1539129, 0.1667514, 0.1923309, 0.2483578, 0.3919397]","[0.1352985, 0.1391838, 0.1508148, 0.1827285, 0.2705369, 0.5132372, 1.2069526]",0.1667514,0.1827285,B_N,B_N
sky130_fd_sc_hd__nor3_1,"['A', 'B', 'C', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.488547]",5.0048,(!A&!B&!C),0.0009251654,"[0.002441, 0.00238, 0.002325, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00108496, 0.00235427, 0.00510857, 0.0110852, 0.0240539, 0.052195]","[0.0005, 0.00108496, 0.00235427, 0.00510857, 0.0110852, 0.0240539, 0.052195]","[0.0578836, 0.061633, 0.0686824, 0.0819609, 0.1046338, 0.1480674, 0.2404814]","[0.1559344, 0.1677316, 0.1934151, 0.249166, 0.367141, 0.6235835, 1.1767773]",0.0819609,0.249166,A,A
sky130_fd_sc_hd__nor3_2,"['A', 'B', 'C', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.491871]",10.0096,(!A&!B&!C),0.001920483,"[0.004384, 0.004379, 0.004346, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00119348, 0.00284879, 0.00679993, 0.0162312, 0.0387431, 0.0924782]","[0.0005, 0.00119348, 0.00284879, 0.00679993, 0.0162312, 0.0387431, 0.0924782]","[0.0513954, 0.0538681, 0.0593954, 0.0703487, 0.0907384, 0.1288562, 0.2161445]","[0.1622162, 0.1702912, 0.189231, 0.2331391, 0.3380395, 0.5870323, 1.1782173]",0.0703487,0.2331391,A,A
sky130_fd_sc_hd__nor3_4,"['A', 'B', 'C', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.495145]",16.2656,(!A&!B&!C),0.004291273,"[0.008674, 0.009004, 0.008384, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.0012991, 0.00337533, 0.00876979, 0.0227857, 0.0592019, 0.153819]","[0.0005, 0.0012991, 0.00337533, 0.00876979, 0.0227857, 0.0592019, 0.153819]","[0.0488273, 0.0504366, 0.0543635, 0.0634235, 0.0817694, 0.1171124, 0.2004549]","[0.1723862, 0.1781808, 0.1921589, 0.2289811, 0.3240281, 0.5672227, 1.1943477]",0.0634235,0.2289811,A,A
sky130_fd_sc_hd__nor3b_1,"['A', 'B', 'C_N', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.496763]",7.5072,(!A&!B&C_N),0.001296897,"[0.002397, 0.002377, 0.001453, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00107523, 0.00231223, 0.00497235, 0.0106928, 0.0229944, 0.0494485]","[0.0005, 0.00107523, 0.00231223, 0.00497235, 0.0106928, 0.0229944, 0.0494485]","[0.1542648, 0.1580969, 0.1652407, 0.1782094, 0.2012789, 0.244489, 0.3313111]","[0.164727, 0.1772564, 0.2036949, 0.2599285, 0.3853496, 0.6429225, 1.2021832]",0.1782094,0.2599285,C_N,A
sky130_fd_sc_hd__nor3b_2,"['A', 'B', 'C_N', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.493456]",12.512,(!A&!B&C_N),0.003101648,"[0.004391, 0.004479, 0.001277, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00119544, 0.00285816, 0.00683351, 0.0163381, 0.0390625, 0.0933938]","[0.0005, 0.00119544, 0.00285816, 0.00683351, 0.0163381, 0.0390625, 0.0933938]","[0.1713641, 0.1745782, 0.1812683, 0.1943339, 0.2185243, 0.2637316, 0.3575383]","[0.1651756, 0.1729542, 0.1923044, 0.2369834, 0.3428942, 0.5937029, 1.195938]",0.1943339,0.2369834,C_N,A
sky130_fd_sc_hd__nor3b_4,"['A', 'B', 'C_N', 'Y']","['input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.498392]",18.768,(!A&!B&C_N),0.006007878,"[0.008719, 0.008442, 0.002365, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00128858, 0.00332088, 0.00855846, 0.0220565, 0.0568433, 0.146494]","[0.0005, 0.00128858, 0.00332088, 0.00855846, 0.0220565, 0.0568433, 0.146494]","[0.1712354, 0.1731794, 0.1777596, 0.1877963, 0.2075607, 0.2463654, 0.3296623]","[0.1799516, 0.1856588, 0.2004465, 0.2381695, 0.3339337, 0.5789116, 1.2159365]",0.1877963,0.2381695,C_N,A
sky130_fd_sc_hd__nor4_1,"['A', 'B', 'C', 'D', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.486294]",6.256,(!A&!B&!C&!D),0.0005011251,"[0.002337, 0.002345, 0.002412, 0.002347, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00102278, 0.00209217, 0.00427967, 0.00875434, 0.0179076, 0.0366311]","[0.0005, 0.00102278, 0.00209217, 0.00427967, 0.00875434, 0.0179076, 0.0366311]","[0.0588975, 0.0622019, 0.0684135, 0.0790917, 0.0972438, 0.1286306, 0.1907604]","[0.2235211, 0.238301, 0.2682171, 0.3290901, 0.4539197, 0.7040352, 1.2174048]",0.0790917,0.3290901,A,A
sky130_fd_sc_hd__nor4_2,"['A', 'B', 'C', 'D', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.487616]",12.512,(!A&!B&!C&!D),0.0009644675,"[0.004359, 0.004307, 0.0043, 0.004297, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00112275, 0.00252111, 0.00566113, 0.012712, 0.0285447, 0.0640969]","[0.0005, 0.00112275, 0.00252111, 0.00566113, 0.012712, 0.0285447, 0.0640969]","[0.0557492, 0.0578314, 0.0622166, 0.0710625, 0.0872769, 0.1156249, 0.1755679]","[0.2420663, 0.2525829, 0.2748867, 0.3246607, 0.4346401, 0.681549, 1.2336163]",0.0710625,0.3246607,B,A
sky130_fd_sc_hd__nor4_4,"['A', 'B', 'C', 'D', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.488818]",21.2704,(!A&!B&!C&!D),0.002515446,"[0.008629, 0.008566, 0.008364, 0.008543, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00123332, 0.00304218, 0.00750399, 0.0185097, 0.045657, 0.11262]","[0.0005, 0.00123332, 0.00304218, 0.00750399, 0.0185097, 0.045657, 0.11262]","[0.0548283, 0.0562301, 0.0594764, 0.0668769, 0.0819777, 0.110163, 0.1725815]","[0.254988, 0.2620093, 0.2788463, 0.3189234, 0.4177814, 0.6575551, 1.2473347]",0.0668769,0.3189234,B,A
sky130_fd_sc_hd__nor4b_1,"['A', 'B', 'C', 'D_N', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.47916]",8.7584,(!A&!B&!C&D_N),0.000908253,"[0.002391, 0.002377, 0.002345, 0.001458, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00100958, 0.00203851, 0.0041161, 0.00831108, 0.0167814, 0.0338845]","[0.0005, 0.00100958, 0.00203851, 0.0041161, 0.00831108, 0.0167814, 0.0338845]","[0.158964, 0.1622125, 0.1681082, 0.178479, 0.1963722, 0.2276307, 0.285099]","[0.2422358, 0.2576419, 0.2888449, 0.3514784, 0.4751653, 0.7264858, 1.2368632]",0.178479,0.3514784,D_N,A
sky130_fd_sc_hd__nor4b_2,"['A', 'B', 'C', 'D_N', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.496087]",15.0144,(!A&!B&!C&D_N),0.00229446,"[0.004456, 0.004422, 0.004303, 0.001429, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.0011254, 0.00253306, 0.00570142, 0.0128328, 0.0288841, 0.0650124]","[0.0005, 0.0011254, 0.00253306, 0.00570142, 0.0128328, 0.0288841, 0.0650124]","[0.1765748, 0.1793395, 0.184744, 0.1950829, 0.2137162, 0.2474426, 0.3116019]","[0.2448003, 0.2547065, 0.2774685, 0.3269904, 0.4384668, 0.6880117, 1.2470907]",0.1950829,0.3269904,D_N,A
sky130_fd_sc_hd__nor4b_4,"['A', 'B', 'C', 'D_N', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.493678]",23.7728,(!A&!B&!C&D_N),0.007611379,"[0.008585, 0.008479, 0.008379, 0.002421, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00123499, 0.0030504, 0.00753443, 0.0186099, 0.0459661, 0.113535]","[0.0005, 0.00123499, 0.0030504, 0.00753443, 0.0186099, 0.0459661, 0.113535]","[0.153146, 0.1546722, 0.1582001, 0.1659225, 0.181246, 0.2115765, 0.2755224]","[0.2571894, 0.263688, 0.2800163, 0.3209638, 0.421197, 0.662862, 1.2564807]",0.1659225,0.3209638,D_N,A
sky130_fd_sc_hd__nor4bb_1,"['A', 'B', 'C_N', 'D_N', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.479824]",10.0096,(!A&!B&C_N&D_N),0.003199805,"[0.002329, 0.002356, 0.001502, 0.00139, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00102278, 0.00209217, 0.00427967, 0.00875434, 0.0179076, 0.0366311]","[0.0005, 0.00102278, 0.00209217, 0.00427967, 0.00875434, 0.0179076, 0.0366311]","[0.1585329, 0.1614651, 0.1667986, 0.1767418, 0.1944709, 0.2269104, 0.2882956]","[0.222019, 0.2369547, 0.2672437, 0.3281544, 0.452354, 0.7020601, 1.2144813]",0.1767418,0.3281544,C_N,A
sky130_fd_sc_hd__nor4bb_2,"['A', 'B', 'C_N', 'D_N', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.478762]",16.2656,(!A&!B&C_N&D_N),0.003676522,"[0.004372, 0.004328, 0.001361, 0.001487, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00111179, 0.00247215, 0.00549704, 0.0122231, 0.027179, 0.0604348]","[0.0005, 0.00111179, 0.00247215, 0.00549704, 0.0122231, 0.027179, 0.0604348]","[0.1905208, 0.1926075, 0.1968658, 0.2056129, 0.2224269, 0.2537684, 0.314287]","[0.2542134, 0.2648162, 0.2868882, 0.3372126, 0.4475545, 0.6920494, 1.2324353]",0.2056129,0.3372126,C_N,A
sky130_fd_sc_hd__nor4bb_4,"['A', 'B', 'C_N', 'D_N', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.49775]",25.024,(!A&!B&C_N&D_N),0.01232124,"[0.008638, 0.008534, 0.002379, 0.002399, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00123165, 0.00303391, 0.00747343, 0.0184093, 0.0453475, 0.111704]","[0.0005, 0.00123165, 0.00303391, 0.00747343, 0.0184093, 0.0453475, 0.111704]","[0.1883414, 0.1897285, 0.1930489, 0.2002023, 0.2156469, 0.2471989, 0.3137299]","[0.2647561, 0.2718177, 0.2890294, 0.3295807, 0.4293915, 0.6698837, 1.2592665]",0.2002023,0.3295807,C_N,A
sky130_fd_sc_hd__o2111a_1,"['A1', 'A2', 'B1', 'C1', 'D1', 'X']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.504186]",11.2608,(A1&B1&C1&D1)|(A2&B1&C1&D1),0.003748329,"[0.002364, 0.002341, 0.00236, 0.00238, 0.002364, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130921, 0.00342807, 0.00897616, 0.0235034, 0.0615419, 0.161143]","[0.0005, 0.00130921, 0.00342807, 0.00897616, 0.0235034, 0.0615419, 0.161143]","[0.2476633, 0.2557759, 0.2723584, 0.3041215, 0.3661403, 0.5043142, 0.8520172]","[0.179843, 0.1892302, 0.2094238, 0.2521032, 0.3497086, 0.5955825, 1.2363973]",0.3041215,0.2521032,A1,A1
sky130_fd_sc_hd__o2111a_2,"['A1', 'A2', 'B1', 'C1', 'D1', 'X']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.505773]",12.512,(A1&B1&C1&D1)|(A2&B1&C1&D1),0.002976537,"[0.00247, 0.002383, 0.002323, 0.00245, 0.002365, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.0014516, 0.00421429, 0.0122349, 0.0355205, 0.103123, 0.299387]","[0.0005, 0.0014516, 0.00421429, 0.0122349, 0.0355205, 0.103123, 0.299387]","[0.2698684, 0.2766919, 0.2916203, 0.3203159, 0.3771316, 0.5004319, 0.8243858]","[0.1947459, 0.2026595, 0.2206483, 0.2595897, 0.3488498, 0.5866527, 1.2690722]",0.3203159,0.2595897,A1,A1
sky130_fd_sc_hd__o2111a_4,"['A1', 'A2', 'B1', 'C1', 'D1', 'X']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.503894]",20.0192,(A1&B1&C1&D1)|(A2&B1&C1&D1),0.01197648,"[0.004367, 0.004681, 0.004364, 0.004718, 0.004329, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00160702, 0.00516502, 0.0166006, 0.0533548, 0.171484, 0.551157]","[0.0005, 0.00160702, 0.00516502, 0.0166006, 0.0533548, 0.171484, 0.551157]","[0.3061385, 0.3109706, 0.3232873, 0.3503926, 0.4058213, 0.5268018, 0.856052]","[0.2097039, 0.2150895, 0.2297776, 0.2644948, 0.3464835, 0.571495, 1.2812775]",0.3503926,0.2644948,A1,A1
sky130_fd_sc_hd__o2111ai_1,"['A1', 'A2', 'B1', 'C1', 'D1', 'Y']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.498484]",8.7584,(!A1&!A2)|(!B1)|(!C1)|(!D1),0.0005779411,"[0.002326, 0.002385, 0.002324, 0.002404, 0.002309, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00114318, 0.0026137, 0.00597583, 0.0136628, 0.031238, 0.0714211]","[0.0005, 0.00114318, 0.0026137, 0.00597583, 0.0136628, 0.031238, 0.0714211]","[0.1106691, 0.1169818, 0.1309128, 0.1622188, 0.2321707, 0.3903224, 0.7506925]","[0.1779104, 0.1882311, 0.2106172, 0.2605193, 0.3714705, 0.6206373, 1.1861907]",0.1622188,0.2605193,A1,A1
sky130_fd_sc_hd__o2111ai_2,"['A1', 'A2', 'B1', 'C1', 'D1', 'Y']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.501735]",15.0144,(!A1&!A2)|(!B1)|(!C1)|(!D1),0.001159749,"[0.004342, 0.004328, 0.004447, 0.004307, 0.004294, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00126172, 0.00318386, 0.00803428, 0.020274, 0.0511601, 0.129099]","[0.0005, 0.00126172, 0.00318386, 0.00803428, 0.020274, 0.0511601, 0.129099]","[0.1166564, 0.1212942, 0.1325563, 0.1603572, 0.2279097, 0.3952011, 0.8127281]","[0.1841759, 0.1905579, 0.2071902, 0.246464, 0.3430368, 0.5801477, 1.1710068]",0.1603572,0.246464,A1,A1
sky130_fd_sc_hd__o2111ai_4,"['A1', 'A2', 'B1', 'C1', 'D1', 'Y']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.499356]",26.2752,(!A1&!A2)|(!B1)|(!C1)|(!D1),0.001606434,"[0.008672, 0.008433, 0.008483, 0.008367, 0.008361, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00137384, 0.00377485, 0.0103721, 0.028499, 0.0783059, 0.215159]","[0.0005, 0.00137384, 0.00377485, 0.0103721, 0.028499, 0.0783059, 0.215159]","[0.1184979, 0.1214506, 0.1295139, 0.1508152, 0.2076543, 0.3592291, 0.7719902]","[0.1948486, 0.1991849, 0.2110167, 0.2431896, 0.3272292, 0.5521982, 1.1592673]",0.1508152,0.2431896,A1,A1
